Sample Name	Protocol REF	Extract Name	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Protocol REF	Parameter Value[Sequencing Instrument]	Assay Name	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Raw Data File	Protocol REF	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[Merged Sequence Data/Multiqc Reports]	Protocol REF	Parameter Value[trimmed sequence data]	Parameter Value[Trimmed Sequence Data/Multiqc Reports]	Parameter Value[Trimmed Sequence Data/Trimming Reports]	Parameter Value[aligned sequence data]	Parameter Value[Aligned Sequence Data/Alignment Logs]	Parameter Value[Aligned Sequence Data/MultiQC Reports]	Parameter Value[RSeQC/MultiQC Reports]	Parameter Value[Raw Counts Data]	Parameter Value[Raw Counts Data/Multiqc Reports]	Parameter Value[Raw Counts Tables]	Parameter Value[Normalized Counts Data]	Parameter Value[differential expression analysis data]
GSM3082860	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082860_raw.fastq.gz	GeneLab raw data processing protocol	12573903	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.28	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082860_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082860_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082860_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082860_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082860_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082860_SJ.out.tab	GLDS-508_rna_seq_GSM3082860_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082860.genes.results,GLDS-508_rna_seq_GSM3082860.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082861	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082861_raw.fastq.gz	GeneLab raw data processing protocol	13587045	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082861_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082861_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082861_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082861_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082861_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082861_SJ.out.tab	GLDS-508_rna_seq_GSM3082861_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082861.genes.results,GLDS-508_rna_seq_GSM3082861.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082862	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082862_raw.fastq.gz	GeneLab raw data processing protocol	10781351	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082862_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082862_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082862_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082862_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082862_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082862_SJ.out.tab	GLDS-508_rna_seq_GSM3082862_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082862.genes.results,GLDS-508_rna_seq_GSM3082862.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082863	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082863_raw.fastq.gz	GeneLab raw data processing protocol	12593699	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.17	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082863_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082863_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082863_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082863_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082863_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082863_SJ.out.tab	GLDS-508_rna_seq_GSM3082863_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082863.genes.results,GLDS-508_rna_seq_GSM3082863.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082864	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082864_raw.fastq.gz	GeneLab raw data processing protocol	11500332	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.28	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082864_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082864_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082864_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082864_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082864_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082864_SJ.out.tab	GLDS-508_rna_seq_GSM3082864_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082864.genes.results,GLDS-508_rna_seq_GSM3082864.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082865	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082865_raw.fastq.gz	GeneLab raw data processing protocol	11577801	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.26	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082865_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082865_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082865_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082865_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082865_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082865_SJ.out.tab	GLDS-508_rna_seq_GSM3082865_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082865.genes.results,GLDS-508_rna_seq_GSM3082865.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082866	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082866_raw.fastq.gz	GeneLab raw data processing protocol	14065036	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.47	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082866_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082866_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082866_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082866_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082866_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082866_SJ.out.tab	GLDS-508_rna_seq_GSM3082866_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082866.genes.results,GLDS-508_rna_seq_GSM3082866.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082867	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082867_raw.fastq.gz	GeneLab raw data processing protocol	12403822	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.23	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082867_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082867_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082867_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082867_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082867_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082867_SJ.out.tab	GLDS-508_rna_seq_GSM3082867_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082867.genes.results,GLDS-508_rna_seq_GSM3082867.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082868	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082868_raw.fastq.gz	GeneLab raw data processing protocol	13191948	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.24	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082868_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082868_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082868_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082868_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082868_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082868_SJ.out.tab	GLDS-508_rna_seq_GSM3082868_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082868.genes.results,GLDS-508_rna_seq_GSM3082868.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082869	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082869_raw.fastq.gz	GeneLab raw data processing protocol	11727443	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.15	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082869_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082869_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082869_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082869_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082869_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082869_SJ.out.tab	GLDS-508_rna_seq_GSM3082869_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082869.genes.results,GLDS-508_rna_seq_GSM3082869.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
GSM3082870	Nucleic Acid Extraction	total RNA	Library Construction	polyA enrichment	SINGLE	Nucleic Acid Sequencing	Illumina HiSeq 2500	RNA-Seq	50	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	GLDS-508_rna-seq_GSM3082870_raw.fastq.gz	GeneLab raw data processing protocol	13017734	read	SO	http://purl.obolibrary.org/obo/SO_0000150	0.18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-508_rna_seq_raw_multiqc_report.zip	GeneLab RNAseq data processing protocol	GLDS-508_rna_seq_GSM3082870_trimmed.fastq.gz	GLDS-508_rna_seq_trimmed_multiqc_report.zip	GLDS-508_rna_seq_GSM3082870_raw.fastq.gz_trimming_report.txt	GLDS-508_rna_seq_GSM3082870_Aligned.sortedByCoord_sorted.out.bam,GLDS-508_rna_seq_GSM3082870_Aligned.sortedByCoord_sorted.out.bam.bai,GLDS-508_rna_seq_GSM3082870_Aligned.toTranscriptome.out.bam,GLDS-508_rna_seq_GSM3082870_SJ.out.tab	GLDS-508_rna_seq_GSM3082870_Log.final.out	GLDS-508_rna_seq_align_multiqc_report.zip	GLDS-508_rna_seq_geneBody_cov_multiqc_report.zip,GLDS-508_rna_seq_infer_exp_multiqc_report.zip,GLDS-508_rna_seq_read_dist_multiqc_report.zip	GLDS-508_rna_seq_GSM3082870.genes.results,GLDS-508_rna_seq_GSM3082870.isoforms.results	GLDS-508_rna_seq_RSEM_count_multiqc_report.zip	GLDS-508_rna_seq_RSEM_Unnormalized_Counts.csv,GLDS-508_rna_seq_STAR_Unnormalized_Counts.csv	GLDS-508_rna_seq_Normalized_Counts.csv	GLDS-508_rna_seq_SampleTable.csv,GLDS-508_rna_seq_contrasts.csv,GLDS-508_rna_seq_differential_expression.csv
